"times","A_flux","inert_flux","A_concentration","AZ_concentration","A_rate","AZ_rate"
0.978,0.262976540185053,0.281219295742826,0.237422239402364,0.0139425890017948,-0.0058162047231774,-0.033701382726767
0.979,0.262341649457877,0.280526345966839,0.236849040933118,0.0139089283138931,-0.00580216920477589,-0.0336200258325621
0.98,0.261708291448751,0.279835103680421,0.236277226283499,0.0138753488846967,-0.00578816746791072,-0.0335388652373042
0.981,0.261076462458553,0.279145564676196,0.235706792113158,0.0138418505181428,-0.00577419943272578,-0.0334579004690115
0.982,0.260446158797068,0.278457724757154,0.2351377350898,0.01380843301864,-0.00576026501952998,-0.03337713105681
0.983,0.259817376782973,0.277771579736627,0.23457005188917,0.0137750961910671,-0.00574636414879731,-0.0332965565309316
0.984,0.25919011274381,0.277087125438262,0.234003739195025,0.0137418398407723,-0.00573249674116655,-0.0332161764227111
0.985,0.258564363015968,0.276404357695997,0.233438793699124,0.0137086637735717,-0.00571866271744165,-0.033135990264585
0.986,0.257940123944663,0.275723272354035,0.2328752121012,0.0136755677957486,-0.00570486199859183,-0.033055997590089
0.987,0.257317391883915,0.275043865266819,0.232312991108948,0.0136425517140521,-0.00569109450575145,-0.0329761979338557
0.988,0.256696163196526,0.274366132299003,0.231752127438004,0.0136096153356962,-0.00567736016021975,-0.0328965908316122
0.989,0.256076434254063,0.273690069325435,0.231192617811923,0.0135767584683586,-0.00566365888346143,-0.0328171758201787
0.99,0.255458201436834,0.273015672231125,0.230634458962162,0.0135439809201796,-0.00564999059710636,-0.0327379524374656
0.991,0.254841461133866,0.272342936911221,0.230077647628063,0.0135112824997611,-0.0056363552229497,-0.032658920222472
0.992,0.25422620974289,0.271671859270986,0.229522180556832,0.0134786630161654,-0.00562275268295159,-0.0325800787152825
0.993,0.253612443670313,0.271002435225773,0.22896805450352,0.0134461222789143,-0.0056091828992374,-0.0325014274570659
0.994,0.253000159331203,0.270334660700999,0.228415266231003,0.0134136600979876,-0.00559564579409777,-0.0324229659900729
0.995,0.252389353149266,0.269668531632121,0.227863812509968,0.0133812762838226,-0.00558214128998841,-0.0323446938576336
0.996,0.251780021556826,0.269004043964609,0.22731369011889,0.0133489706473127,-0.00556866930953009,-0.0322666106041554
0.997,0.251172160994803,0.268341193653926,0.226764895844012,0.0133167429998062,-0.00555522977550876,-0.0321887157751211
0.998,0.250565767912693,0.267679976665497,0.226217426479333,0.0132845931531054,-0.00554182261087521,-0.0321110089170861
0.999,0.249960838768551,0.267020388974692,0.225671278826583,0.0132525209194658,-0.0055284477387455,-0.0320334895776771
1,0.249357370028966,0.266362426566795,0.225126449695205,0.0132205261115943,-0.00551510508240027,-0.0319561573055889
1.001,0.248755358169042,0.265706085436982,0.224582935902342,0.0131886085426489,-0.00550179456528527,-0.0318790116505831
1.002,0.248154799672379,0.2650513615903,0.224040734272811,0.0131567680262372,-0.00548851611101098,-0.0318020521634854
1.003,0.247555691031051,0.264398251041635,0.223499841639091,0.0131250043764154,-0.00547526964335249,-0.0317252783961832
1.004,0.246958028745589,0.263746749815695,0.2229602548413,0.0130933174076873,-0.00546205508624986,-0.0316486899016244
1.005,0.246361809324955,0.263096853946983,0.22242197072718,0.0130617069350032,-0.00544887236380753,-0.0315722862338139
1.006,0.245767029286528,0.262448559479771,0.221884986152075,0.013030172773759,-0.0054357214002943,-0.0314960669478124
1.007,0.24517368515608,0.26180186246808,0.221349297978918,0.012998714739795,-0.00542260212014345,-0.0314200315997334
1.008,0.244581773467757,0.261156758975653,0.220814903078207,0.0129673326493946,-0.00540951444795268,-0.0313441797467418
1.009,0.243991290764061,0.260513245075932,0.220281798327992,0.0129360263192837,-0.00539645830848373,-0.0312685109470512
1.01,0.243402233595826,0.259871316852034,0.219749980613852,0.0129047955666296,-0.00538343362666271,-0.0311930247599219
1.011,0.242814598522202,0.259230970396726,0.21921944682888,0.0128736402090396,-0.00537044032757933,-0.0311177207456585
1.012,0.242228382110633,0.258592201812405,0.218690193873667,0.0128425600645602,-0.00535747833648753,-0.031042598465608
1.013,0.241643580936837,0.257955007211068,0.218162218656277,0.0128115549516762,-0.00534454757880487,-0.0309676574821572
1.014,0.241060191584788,0.257319382714297,0.217635518092237,0.0127806246893093,-0.00533164798011243,-0.0308928973587309
1.015,0.240478210646694,0.256685324453225,0.217110089104513,0.0127497690968172,-0.00531877946615494,-0.0308183176597894
1.016,0.239897634722979,0.256052828568523,0.216585928623496,0.012718987993993,-0.00530594196284054,-0.0307439179508266
1.017,0.239318460422264,0.255421891210367,0.216063033586981,0.0126882812010634,-0.00529313539624052,-0.0306696977983674
1.018,0.238740684361345,0.254792508538421,0.215541400940153,0.0126576485386883,-0.00528035969258928,-0.0305956567699658
1.019,0.238164303165174,0.254164676721812,0.215021027635567,0.0126270898279593,-0.00526761477828422,-0.0305217944342028
1.02,0.237589313466841,0.253538391939106,0.214501910633128,0.0125966048903991,-0.00525490057988562,-0.0304481103606839
1.021,0.237015711907555,0.252913650378285,0.213984046900078,0.0125661935479603,-0.00524221702411631,-0.0303746041200369
1.022,0.236443495136622,0.252290448236723,0.213467433410977,0.0125358556230242,-0.00522956403786171,-0.0303012752839102
1.023,0.235872659811426,0.251668781721165,0.212952067147681,0.0125055909384001,-0.00521694154816962,-0.0302281234249698
1.024,0.235303202597413,0.251048647047702,0.212437945099331,0.012475399317324,-0.00520434948224996,-0.030155148116898
1.025,0.234735120168068,0.250430040441749,0.211925064262332,0.0124452805834578,-0.00519178776747473,-0.0300823489343904
1.026,0.234168409204895,0.24981295813802,0.211413421640335,0.0124152345608882,-0.00517925633137784,-0.0300097254531542
1.027,0.233603066397404,0.24919739638051,0.210903014244222,0.0123852610741255,-0.00516675510165485,-0.0299372772499059
1.028,0.233039088443084,0.248583351422465,0.210393839092087,0.0123553599481031,-0.00515428400616283,-0.0298650039023691
1.029,0.232476472047391,0.247970819526366,0.209885893209217,0.012325531008176,-0.00514184297292022,-0.0297929049892722
1.03,0.231915213923722,0.247359796963903,0.209379173628079,0.0122957740801199,-0.00512943193010668,-0.0297209800903464
1.031,0.231355310793403,0.246750280015951,0.208873677388299,0.0122660889901303,-0.00511705080606284,-0.0296492287863235
1.032,0.230796759385663,0.246142264972551,0.208369401536647,0.0122364755648217,-0.0051046995292901,-0.0295776506589335
1.033,0.230239556437621,0.245535748132884,0.207866343127017,0.012206933631226,-0.00509237802845044,-0.0295062452909025
1.034,0.229683698694265,0.244930725805249,0.207364499220415,0.0121774630167922,-0.00508008623236633,-0.0294350122659507
1.035,0.22912918290843,0.244327194307045,0.206863866884936,0.0121480635493849,-0.00506782407002035,-0.0293639511687901
1.036,0.228576005840785,0.243725149964743,0.206364443195751,0.0121187350572835,-0.0050555914705552,-0.0292930615851221
1.037,0.22802416425981,0.243124589113864,0.205866225235088,0.0120894773691812,-0.0050433883632735,-0.029222343101636
1.038,0.227473654941778,0.24252550809896,0.205369210092215,0.0120602903141842,-0.00503121467763737,-0.0291517953060059
1.039,0.226924474670737,0.241927903273591,0.204873394863426,0.0120311737218104,-0.00501907034326848,-0.0290814177868893
1.04,0.226376620238494,0.241331771000302,0.204378776652018,0.0120021274219884,-0.00500695528994752,-0.0290112101339244
1.041,0.225830088444589,0.240737107650598,0.203885352568283,0.011973151245057,-0.00499486944761429,-0.0289411719377282
1.042,0.225284876096284,0.240143909604928,0.203393119729481,0.0119442450217635,-0.00498281274636744,-0.0288713027898945
1.043,0.224740980008541,0.239552173252657,0.202902075259832,0.0119154085832635,-0.00497078511646415,-0.0288016022829912
1.044,0.224198397004003,0.23896189499205,0.202412216290494,0.0118866417611194,-0.00495878648831996,-0.0287320700105588
1.045,0.223657123912979,0.238373071230244,0.201923539959548,0.0118579443872994,-0.00494681679250866,-0.0286627055671076
1.046,0.223117157573422,0.23778569838323,0.201436043411982,0.011829316294177,-0.00493487595976183,-0.0285935085481159
1.047,0.22257849483091,0.23719977287583,0.200949723799672,0.0118007573145296,-0.00492296392096889,-0.0285244785500281
1.048,0.222041132538633,0.236615291141675,0.200464578281369,0.0117722672815376,-0.00491108060717652,-0.0284556151702516
