times,A_flux,inert_flux,A_concentration,AZ_concentration,A_rate,AZ_rate,A_uptake
2.049,0.0017,0.02002,0.00146,0.45938,0.00091,0.00091,0.45922
2.05,0.0017,0.01997,0.00146,0.45938,0.00091,0.00091,0.45923
2.051,0.00169,0.01992,0.00145,0.45938,9.00E-04,9.00E-04,0.45923
2.052,0.00168,0.01987,0.00145,0.45938,9.00E-04,9.00E-04,0.45923
2.053,0.00168,0.01983,0.00144,0.45938,9.00E-04,9.00E-04,0.45923
2.054,0.00167,0.01978,0.00144,0.45938,0.00089,0.00089,0.45923
2.055,0.00167,0.01973,0.00143,0.45938,0.00089,0.00089,0.45923
2.056,0.00166,0.01968,0.00143,0.45938,0.00089,0.00089,0.45923
2.057,0.00165,0.01963,0.00142,0.45938,0.00088,0.00088,0.45923
2.058,0.00165,0.01958,0.00142,0.45939,0.00088,0.00088,0.45923
2.059,0.00164,0.01953,0.00141,0.45939,0.00088,0.00088,0.45923
2.06,0.00164,0.01949,0.0014,0.45939,0.00087,0.00087,0.45923
2.061,0.00163,0.01944,0.0014,0.45939,0.00087,0.00087,0.45924
2.062,0.00163,0.01939,0.00139,0.45939,0.00087,0.00087,0.45924
2.063,0.00162,0.01934,0.00139,0.45939,0.00086,0.00086,0.45924
2.064,0.00161,0.01929,0.00139,0.45939,0.00086,0.00086,0.45924
2.065,0.00161,0.01925,0.00138,0.45939,0.00086,0.00086,0.45924
2.066,0.0016,0.0192,0.00138,0.45939,0.00085,0.00085,0.45924
2.067,0.0016,0.01915,0.00137,0.45939,0.00085,0.00085,0.45924
2.068,0.00159,0.01911,0.00137,0.45939,0.00085,0.00085,0.45924
2.069,0.00159,0.01906,0.00136,0.45939,0.00085,0.00085,0.45924
2.07,0.00158,0.01901,0.00136,0.4594,0.00084,0.00084,0.45924
2.071,0.00157,0.01896,0.00135,0.4594,0.00084,0.00084,0.45924
2.072,0.00157,0.01892,0.00135,0.4594,0.00084,0.00084,0.45924
2.073,0.00156,0.01887,0.00134,0.4594,0.00083,0.00083,0.45925
2.074,0.00156,0.01882,0.00134,0.4594,0.00083,0.00083,0.45925
2.075,0.00155,0.01878,0.00133,0.4594,0.00083,0.00083,0.45925
2.076,0.00155,0.01873,0.00133,0.4594,0.00082,0.00082,0.45925
2.077,0.00154,0.01869,0.00132,0.4594,0.00082,0.00082,0.45925
2.078,0.00153,0.01864,0.00132,0.4594,0.00082,0.00082,0.45925
2.079,0.00153,0.01859,0.00131,0.4594,0.00082,0.00082,0.45925
2.08,0.00152,0.01855,0.00131,0.4594,0.00081,0.00081,0.45925
2.081,0.00152,0.0185,0.0013,0.4594,0.00081,0.00081,0.45925
2.082,0.00151,0.01846,0.0013,0.45941,0.00081,0.00081,0.45925
2.083,0.00151,0.01841,0.00129,0.45941,8.00E-04,8.00E-04,0.45925
2.084,0.0015,0.01837,0.00129,0.45941,8.00E-04,8.00E-04,0.45925
2.085,0.0015,0.01832,0.00128,0.45941,8.00E-04,8.00E-04,0.45926
2.086,0.00149,0.01828,0.00128,0.45941,8.00E-04,8.00E-04,0.45926
2.087,0.00149,0.01823,0.00128,0.45941,0.00079,0.00079,0.45926
2.088,0.00148,0.01819,0.00127,0.45941,0.00079,0.00079,0.45926
2.089,0.00148,0.01814,0.00127,0.45941,0.00079,0.00079,0.45926
2.09,0.00147,0.0181,0.00126,0.45941,0.00078,0.00078,0.45926
2.091,0.00147,0.01805,0.00126,0.45941,0.00078,0.00078,0.45926
2.092,0.00146,0.01801,0.00125,0.45941,0.00078,0.00078,0.45926
2.093,0.00145,0.01796,0.00125,0.45941,0.00078,0.00078,0.45926
2.094,0.00145,0.01792,0.00124,0.45942,0.00077,0.00077,0.45926
2.095,0.00144,0.01787,0.00124,0.45942,0.00077,0.00077,0.45926
2.096,0.00144,0.01783,0.00124,0.45942,0.00077,0.00077,0.45926
2.097,0.00143,0.01779,0.00123,0.45942,0.00077,0.00077,0.45926
2.098,0.00143,0.01774,0.00123,0.45942,0.00076,0.00076,0.45927
2.099,0.00142,0.0177,0.00122,0.45942,0.00076,0.00076,0.45927
2.1,0.00142,0.01765,0.00122,0.45942,0.00076,0.00076,0.45927
2.101,0.00141,0.01761,0.00121,0.45942,0.00075,0.00075,0.45927
2.102,0.00141,0.01757,0.00121,0.45942,0.00075,0.00075,0.45927
2.103,0.0014,0.01752,0.0012,0.45942,0.00075,0.00075,0.45927
2.104,0.0014,0.01748,0.0012,0.45942,0.00075,0.00075,0.45927
2.105,0.00139,0.01744,0.0012,0.45942,0.00074,0.00074,0.45927
2.106,0.00139,0.0174,0.00119,0.45942,0.00074,0.00074,0.45927
2.107,0.00138,0.01735,0.00119,0.45943,0.00074,0.00074,0.45927
2.108,0.00138,0.01731,0.00118,0.45943,0.00074,0.00074,0.45927
2.109,0.00137,0.01727,0.00118,0.45943,0.00073,0.00073,0.45927
2.11,0.00137,0.01722,0.00118,0.45943,0.00073,0.00073,0.45927
2.111,0.00136,0.01718,0.00117,0.45943,0.00073,0.00073,0.45928
2.112,0.00136,0.01714,0.00117,0.45943,0.00073,0.00073,0.45928
2.113,0.00135,0.0171,0.00116,0.45943,0.00072,0.00072,0.45928
2.114,0.00135,0.01706,0.00116,0.45943,0.00072,0.00072,0.45928
2.115,0.00134,0.01701,0.00115,0.45943,0.00072,0.00072,0.45928
2.116,0.00134,0.01697,0.00115,0.45943,0.00071,0.00071,0.45928
2.117,0.00134,0.01693,0.00115,0.45943,0.00071,0.00071,0.45928
2.118,0.00133,0.01689,0.00114,0.45943,0.00071,0.00071,0.45928
2.119,0.00133,0.01685,0.00114,0.45943,0.00071,0.00071,0.45928
2.12,0.00132,0.0168,0.00113,0.45943,7.00E-04,7.00E-04,0.45928
2.121,0.00132,0.01676,0.00113,0.45944,7.00E-04,7.00E-04,0.45928
2.122,0.00131,0.01672,0.00113,0.45944,7.00E-04,7.00E-04,0.45928
2.123,0.00131,0.01668,0.00112,0.45944,7.00E-04,7.00E-04,0.45928
2.124,0.0013,0.01664,0.00112,0.45944,0.00069,0.00069,0.45928
2.125,0.0013,0.0166,0.00111,0.45944,0.00069,0.00069,0.45929
2.126,0.00129,0.01656,0.00111,0.45944,0.00069,0.00069,0.45929
2.127,0.00129,0.01652,0.00111,0.45944,0.00069,0.00069,0.45929
2.128,0.00128,0.01648,0.0011,0.45944,0.00068,0.00068,0.45929
2.129,0.00128,0.01644,0.0011,0.45944,0.00068,0.00068,0.45929
2.13,0.00127,0.0164,0.00109,0.45944,0.00068,0.00068,0.45929
2.131,0.00127,0.01635,0.00109,0.45944,0.00068,0.00068,0.45929
2.132,0.00127,0.01631,0.00109,0.45944,0.00068,0.00068,0.45929
2.133,0.00126,0.01627,0.00108,0.45944,0.00067,0.00067,0.45929
2.134,0.00126,0.01623,0.00108,0.45944,0.00067,0.00067,0.45929
2.135,0.00125,0.01619,0.00107,0.45944,0.00067,0.00067,0.45929
2.136,0.00125,0.01615,0.00107,0.45945,0.00067,0.00067,0.45929
2.137,0.00124,0.01611,0.00107,0.45945,0.00066,0.00066,0.45929
2.138,0.00124,0.01607,0.00106,0.45945,0.00066,0.00066,0.45929
2.139,0.00123,0.01604,0.00106,0.45945,0.00066,0.00066,0.45929
2.14,0.00123,0.016,0.00106,0.45945,0.00066,0.00066,0.4593
2.141,0.00123,0.01596,0.00105,0.45945,0.00065,0.00065,0.4593
2.142,0.00122,0.01592,0.00105,0.45945,0.00065,0.00065,0.4593
2.143,0.00122,0.01588,0.00104,0.45945,0.00065,0.00065,0.4593
2.144,0.00121,0.01584,0.00104,0.45945,0.00065,0.00065,0.4593
2.145,0.00121,0.0158,0.00104,0.45945,0.00064,0.00064,0.4593
2.146,0.0012,0.01576,0.00103,0.45945,0.00064,0.00064,0.4593
2.147,0.0012,0.01572,0.00103,0.45945,0.00064,0.00064,0.4593
2.148,0.0012,0.01568,0.00103,0.45945,0.00064,0.00064,0.4593
2.149,0.00119,0.01564,0.00102,0.45945,0.00064,0.00064,0.4593
2.15,0.00119,0.01561,0.00102,0.45945,0.00063,0.00063,0.4593
2.151,0.00118,0.01557,0.00101,0.45946,0.00063,0.00063,0.4593
2.152,0.00118,0.01553,0.00101,0.45946,0.00063,0.00063,0.4593
2.153,0.00117,0.01549,0.00101,0.45946,0.00063,0.00063,0.4593
2.154,0.00117,0.01545,0.001,0.45946,0.00062,0.00062,0.4593
2.155,0.00117,0.01541,0.001,0.45946,0.00062,0.00062,0.4593
2.156,0.00116,0.01538,0.001,0.45946,0.00062,0.00062,0.45931
2.157,0.00116,0.01534,0.00099,0.45946,0.00062,0.00062,0.45931
2.158,0.00115,0.0153,0.00099,0.45946,0.00062,0.00062,0.45931
2.159,0.00115,0.01526,0.00099,0.45946,0.00061,0.00061,0.45931
2.16,0.00114,0.01523,0.00098,0.45946,0.00061,0.00061,0.45931
2.161,0.00114,0.01519,0.00098,0.45946,0.00061,0.00061,0.45931
2.162,0.00114,0.01515,0.00098,0.45946,0.00061,0.00061,0.45931
2.163,0.00113,0.01511,0.00097,0.45946,6.00E-04,6.00E-04,0.45931
2.164,0.00113,0.01508,0.00097,0.45946,6.00E-04,6.00E-04,0.45931
2.165,0.00112,0.01504,0.00097,0.45946,6.00E-04,6.00E-04,0.45931
2.166,0.00112,0.015,0.00096,0.45946,6.00E-04,6.00E-04,0.45931
2.167,0.00112,0.01497,0.00096,0.45946,6.00E-04,6.00E-04,0.45931
2.168,0.00111,0.01493,0.00096,0.45947,0.00059,0.00059,0.45931
2.169,0.00111,0.01489,0.00095,0.45947,0.00059,0.00059,0.45931
2.17,0.0011,0.01485,0.00095,0.45947,0.00059,0.00059,0.45931
2.171,0.0011,0.01482,0.00094,0.45947,0.00059,0.00059,0.45931
2.172,0.0011,0.01478,0.00094,0.45947,0.00059,0.00059,0.45931
2.173,0.00109,0.01475,0.00094,0.45947,0.00058,0.00058,0.45932
2.174,0.00109,0.01471,0.00093,0.45947,0.00058,0.00058,0.45932
2.175,0.00109,0.01467,0.00093,0.45947,0.00058,0.00058,0.45932
2.176,0.00108,0.01464,0.00093,0.45947,0.00058,0.00058,0.45932
2.177,0.00108,0.0146,0.00092,0.45947,0.00057,0.00057,0.45932
2.178,0.00107,0.01456,0.00092,0.45947,0.00057,0.00057,0.45932
2.179,0.00107,0.01453,0.00092,0.45947,0.00057,0.00057,0.45932
2.18,0.00107,0.01449,0.00091,0.45947,0.00057,0.00057,0.45932
2.181,0.00106,0.01446,0.00091,0.45947,0.00057,0.00057,0.45932
2.182,0.00106,0.01442,0.00091,0.45947,0.00056,0.00056,0.45932
2.183,0.00105,0.01439,0.00091,0.45947,0.00056,0.00056,0.45932
2.184,0.00105,0.01435,9.00E-04,0.45947,0.00056,0.00056,0.45932
2.185,0.00105,0.01431,9.00E-04,0.45948,0.00056,0.00056,0.45932
2.186,0.00104,0.01428,9.00E-04,0.45948,0.00056,0.00056,0.45932
2.187,0.00104,0.01424,0.00089,0.45948,0.00055,0.00055,0.45932
2.188,0.00104,0.01421,0.00089,0.45948,0.00055,0.00055,0.45932
2.189,0.00103,0.01417,0.00089,0.45948,0.00055,0.00055,0.45932
2.19,0.00103,0.01414,0.00088,0.45948,0.00055,0.00055,0.45933
2.191,0.00102,0.0141,0.00088,0.45948,0.00055,0.00055,0.45933
2.192,0.00102,0.01407,0.00088,0.45948,0.00054,0.00054,0.45933
2.193,0.00102,0.01404,0.00087,0.45948,0.00054,0.00054,0.45933
2.194,0.00101,0.014,0.00087,0.45948,0.00054,0.00054,0.45933
2.195,0.00101,0.01397,0.00087,0.45948,0.00054,0.00054,0.45933
2.196,0.00101,0.01393,0.00086,0.45948,0.00054,0.00054,0.45933
2.197,0.001,0.0139,0.00086,0.45948,0.00054,0.00054,0.45933
2.198,0.001,0.01386,0.00086,0.45948,0.00053,0.00053,0.45933
2.199,0.001,0.01383,0.00085,0.45948,0.00053,0.00053,0.45933
2.2,0.00099,0.01379,0.00085,0.45948,0.00053,0.00053,0.45933
2.201,0.00099,0.01376,0.00085,0.45948,0.00053,0.00053,0.45933
2.202,0.00099,0.01373,0.00085,0.45948,0.00053,0.00053,0.45933
2.203,0.00098,0.01369,0.00084,0.45949,0.00052,0.00052,0.45933
2.204,0.00098,0.01366,0.00084,0.45949,0.00052,0.00052,0.45933
2.205,0.00097,0.01363,0.00084,0.45949,0.00052,0.00052,0.45933
2.206,0.00097,0.01359,0.00083,0.45949,0.00052,0.00052,0.45933
2.207,0.00097,0.01356,0.00083,0.45949,0.00052,0.00052,0.45933
2.208,0.00096,0.01353,0.00083,0.45949,0.00051,0.00051,0.45933
2.209,0.00096,0.01349,0.00082,0.45949,0.00051,0.00051,0.45934
2.21,0.00096,0.01346,0.00082,0.45949,0.00051,0.00051,0.45934
2.211,0.00095,0.01343,0.00082,0.45949,0.00051,0.00051,0.45934
2.212,0.00095,0.01339,0.00082,0.45949,0.00051,0.00051,0.45934
2.213,0.00095,0.01336,0.00081,0.45949,0.00051,0.00051,0.45934
2.214,0.00094,0.01333,0.00081,0.45949,5.00E-04,5.00E-04,0.45934
2.215,0.00094,0.01329,0.00081,0.45949,5.00E-04,5.00E-04,0.45934
2.216,0.00094,0.01326,8.00E-04,0.45949,5.00E-04,5.00E-04,0.45934
2.217,0.00093,0.01323,8.00E-04,0.45949,5.00E-04,5.00E-04,0.45934
2.218,0.00093,0.0132,8.00E-04,0.45949,5.00E-04,5.00E-04,0.45934
2.219,0.00093,0.01316,8.00E-04,0.45949,0.00049,0.00049,0.45934
2.22,0.00092,0.01313,0.00079,0.45949,0.00049,0.00049,0.45934
2.221,0.00092,0.0131,0.00079,0.45949,0.00049,0.00049,0.45934
2.222,0.00092,0.01307,0.00079,0.45949,0.00049,0.00049,0.45934
2.223,0.00091,0.01303,0.00078,0.4595,0.00049,0.00049,0.45934
2.224,0.00091,0.013,0.00078,0.4595,0.00049,0.00049,0.45934
2.225,0.00091,0.01297,0.00078,0.4595,0.00048,0.00048,0.45934
2.226,9.00E-04,0.01294,0.00078,0.4595,0.00048,0.00048,0.45934
