"","times","A_flux","B_flux","AB_flux","inert_flux","A_concentration","B_concentration","AB_concentration","AZ_concentration","BZ_concentration","Z_concentration","A_rate","B_rate","AB_rate","AZ_rate","BZ_rate","Z_rate"
"160",0.159,1.4696,1.49265,0.30895,1.84634,1.33786,1.38359,0.44337,0.17286,0.01874,-0.1916,1.27981,1.10042,-1.29546,1.26416,-0.19504,-1.06912
"161",0.16,1.4674,1.49098,0.31266,1.84711,1.33285,1.37914,0.44543,0.17413,0.01854,-0.19267,1.27897,1.09858,-1.29143,1.2665,-0.19286,-1.07365
"162",0.161,1.4651,1.48923,0.31633,1.84776,1.32782,1.37467,0.44746,0.17539,0.01835,-0.19374,1.27811,1.09672,-1.28738,1.26883,-0.19066,-1.07817
"163",0.162,1.46271,1.48738,0.31996,1.8483,1.32279,1.37019,0.44945,0.17666,0.01816,-0.19482,1.27723,1.09485,-1.28331,1.27115,-0.18846,-1.08269
"164",0.163,1.46022,1.48544,0.32355,1.84873,1.31774,1.3657,0.4514,0.17794,0.01797,-0.19591,1.27633,1.09296,-1.27921,1.27344,-0.18625,-1.08719
"165",0.164,1.45765,1.48341,0.3271,1.84905,1.31267,1.3612,0.45333,0.17921,0.01779,-0.197,1.27541,1.09107,-1.2751,1.27571,-0.18404,-1.09168
"166",0.165,1.455,1.4813,0.33062,1.84926,1.3076,1.35669,0.45522,0.18049,0.0176,-0.19809,1.27447,1.08916,-1.27098,1.27796,-0.18183,-1.09614
"167",0.166,1.45226,1.47911,0.33409,1.84937,1.30252,1.35217,0.45708,0.18177,0.01742,-0.19919,1.27352,1.08723,-1.26685,1.28019,-0.17962,-1.10057
"168",0.167,1.44945,1.47684,0.33753,1.84938,1.29743,1.34764,0.45892,0.18305,0.01725,-0.20029,1.27255,1.0853,-1.26271,1.28239,-0.17741,-1.10498
"169",0.168,1.44655,1.47448,0.34093,1.84929,1.29234,1.3431,0.46072,0.18433,0.01707,-0.2014,1.27156,1.08336,-1.25856,1.28455,-0.17521,-1.10935
"170",0.169,1.44358,1.47206,0.34428,1.8491,1.28723,1.33855,0.46249,0.18562,0.0169,-0.20251,1.27055,1.0814,-1.25442,1.28669,-0.17302,-1.11368
"171",0.17,1.44053,1.46956,0.3476,1.84881,1.28212,1.334,0.46423,0.1869,0.01672,-0.20363,1.26953,1.07943,-1.25027,1.2888,-0.17083,-1.11796
"172",0.171,1.43741,1.46699,0.35088,1.84844,1.277,1.32944,0.46594,0.18819,0.01655,-0.20475,1.26849,1.07745,-1.24612,1.29087,-0.16866,-1.12221
"173",0.172,1.43423,1.46435,0.35412,1.84798,1.27187,1.32487,0.46763,0.18949,0.01639,-0.20587,1.26743,1.07547,-1.24197,1.2929,-0.1665,-1.1264
"174",0.173,1.43097,1.46164,0.35732,1.84742,1.26674,1.3203,0.46929,0.19078,0.01622,-0.207,1.26636,1.07347,-1.23782,1.2949,-0.16436,-1.13054
"175",0.174,1.42765,1.45887,0.36047,1.84679,1.26161,1.31572,0.47092,0.19208,0.01606,-0.20813,1.26527,1.07146,-1.23369,1.29686,-0.16223,-1.13463
"176",0.175,1.42427,1.45604,0.36359,1.84607,1.25647,1.31114,0.47253,0.19337,0.0159,-0.20927,1.26417,1.06944,-1.22956,1.29877,-0.16011,-1.13866
"177",0.176,1.42082,1.45314,0.36667,1.84526,1.25133,1.30655,0.47411,0.19467,0.01574,-0.21041,1.26304,1.06742,-1.22543,1.30065,-0.15802,-1.14263
"178",0.177,1.41732,1.45018,0.36971,1.84438,1.24618,1.30196,0.47567,0.19597,0.01558,-0.21155,1.26191,1.06538,-1.22132,1.30249,-0.15594,-1.14655
"179",0.178,1.41375,1.44717,0.37272,1.84342,1.24103,1.29737,0.4772,0.19728,0.01543,-0.2127,1.26075,1.06333,-1.21722,1.30428,-0.15389,-1.1504
"180",0.179,1.41013,1.4441,0.37568,1.84239,1.23588,1.29277,0.47871,0.19858,0.01527,-0.21386,1.25958,1.06128,-1.21313,1.30603,-0.15185,-1.15418
"181",0.18,1.40646,1.44098,0.3786,1.84128,1.23072,1.28818,0.4802,0.19989,0.01512,-0.21501,1.25839,1.05922,-1.20905,1.30773,-0.14983,-1.1579
"182",0.181,1.40273,1.4378,0.38149,1.8401,1.22557,1.28358,0.48166,0.2012,0.01497,-0.21617,1.25719,1.05715,-1.20499,1.30939,-0.14784,-1.16155
"183",0.182,1.39895,1.43457,0.38434,1.83885,1.22041,1.27898,0.4831,0.20251,0.01483,-0.21733,1.25597,1.05507,-1.20094,1.31101,-0.14587,-1.16514
"184",0.183,1.39512,1.4313,0.38715,1.83753,1.21526,1.27438,0.48452,0.20382,0.01468,-0.2185,1.25474,1.05299,-1.19691,1.31257,-0.14392,-1.16865
"185",0.184,1.39124,1.42797,0.38992,1.83614,1.2101,1.26978,0.48592,0.20513,0.01454,-0.21967,1.25349,1.05089,-1.19289,1.31409,-0.142,-1.17209
"186",0.185,1.38732,1.4246,0.39265,1.83469,1.20495,1.26517,0.4873,0.20645,0.0144,-0.22085,1.25223,1.04879,-1.18889,1.31556,-0.1401,-1.17547
"187",0.186,1.38335,1.42118,0.39535,1.83317,1.19979,1.26057,0.48866,0.20776,0.01426,-0.22202,1.25094,1.04669,-1.18491,1.31698,-0.13822,-1.17877
"188",0.187,1.37934,1.41772,0.39801,1.8316,1.19464,1.25597,0.48999,0.20908,0.01412,-0.2232,1.24965,1.04457,-1.18094,1.31836,-0.13637,-1.18199
"189",0.188,1.37528,1.41422,0.40064,1.82996,1.18949,1.25137,0.49131,0.2104,0.01399,-0.22439,1.24834,1.04245,-1.17699,1.31968,-0.13454,-1.18515
"190",0.189,1.37119,1.41068,0.40323,1.82826,1.18434,1.24678,0.49261,0.21172,0.01385,-0.22557,1.24701,1.04032,-1.17306,1.32096,-0.13274,-1.18822
"191",0.19,1.36705,1.4071,0.40578,1.82651,1.17919,1.24218,0.49388,0.21304,0.01372,-0.22676,1.24566,1.03819,-1.16914,1.32218,-0.13096,-1.19123
"192",0.191,1.36288,1.40348,0.4083,1.8247,1.17405,1.23759,0.49514,0.21437,0.01359,-0.22796,1.24431,1.03605,-1.16525,1.32336,-0.1292,-1.19416
"193",0.192,1.35867,1.39982,0.41078,1.82284,1.16891,1.233,0.49639,0.21569,0.01346,-0.22915,1.24293,1.0339,-1.16137,1.32449,-0.12748,-1.19701
"194",0.193,1.35443,1.39613,0.41323,1.82092,1.16378,1.22841,0.49761,0.21702,0.01333,-0.23035,1.24154,1.03174,-1.15752,1.32556,-0.12577,-1.19979
"195",0.194,1.35015,1.3924,0.41564,1.81895,1.15864,1.22382,0.49882,0.21834,0.01321,-0.23155,1.24013,1.02958,-1.15368,1.32659,-0.1241,-1.20249
"196",0.195,1.34583,1.38864,0.41802,1.81694,1.15351,1.21924,0.50001,0.21967,0.01309,-0.23275,1.23871,1.02742,-1.14986,1.32756,-0.12244,-1.20512
"197",0.196,1.34149,1.38485,0.42036,1.81487,1.14839,1.21467,0.50118,0.221,0.01296,-0.23396,1.23727,1.02524,-1.14606,1.32849,-0.12081,-1.20767
"198",0.197,1.33711,1.38103,0.42268,1.81276,1.14327,1.21009,0.50233,0.22233,0.01284,-0.23517,1.23582,1.02307,-1.14228,1.32936,-0.11921,-1.21015
"199",0.198,1.33271,1.37718,0.42496,1.81059,1.13816,1.20552,0.50347,0.22365,0.01273,-0.23638,1.23435,1.02088,-1.13852,1.33019,-0.11763,-1.21255
"200",0.199,1.32827,1.3733,0.42721,1.80839,1.13305,1.20096,0.5046,0.22499,0.01261,-0.23759,1.23287,1.01869,-1.13477,1.33096,-0.11608,-1.21488
"201",0.2,1.32381,1.36939,0.42942,1.80614,1.12795,1.1964,0.5057,0.22632,0.01249,-0.23881,1.23137,1.0165,-1.13105,1.33169,-0.11455,-1.21714
"202",0.201,1.31932,1.36546,0.43161,1.80385,1.12286,1.19185,0.5068,0.22765,0.01238,-0.24003,1.22985,1.0143,-1.12734,1.33236,-0.11304,-1.21931
"203",0.202,1.31481,1.3615,0.43376,1.80151,1.11777,1.1873,0.50787,0.22898,0.01227,-0.24125,1.22832,1.0121,-1.12366,1.33298,-0.11156,-1.22142
"204",0.203,1.31027,1.35752,0.43588,1.79914,1.11269,1.18276,0.50893,0.23031,0.01216,-0.24247,1.22677,1.00989,-1.11999,1.33356,-0.1101,-1.22345
"205",0.204,1.30571,1.35351,0.43798,1.79673,1.10762,1.17822,0.50998,0.23165,0.01205,-0.2437,1.22521,1.00767,-1.11634,1.33408,-0.10867,-1.22541
"206",0.205,1.30113,1.34948,0.44004,1.79427,1.10255,1.17369,0.51101,0.23298,0.01194,-0.24492,1.22363,1.00545,-1.11271,1.33455,-0.10726,-1.2273
"207",0.206,1.29653,1.34543,0.44207,1.79178,1.09749,1.16916,0.51203,0.23432,0.01183,-0.24615,1.22204,1.00323,-1.1091,1.33498,-0.10587,-1.22911
"208",0.207,1.2919,1.34136,0.44408,1.78926,1.09244,1.16465,0.51303,0.23565,0.01173,-0.24738,1.22043,1.001,-1.1055,1.33535,-0.1045,-1.23085
"209",0.208,1.28726,1.33727,0.44605,1.7867,1.0874,1.16014,0.51402,0.23699,0.01162,-0.24861,1.2188,0.99877,-1.10193,1.33568,-0.10316,-1.23252
"210",0.209,1.2826,1.33316,0.448,1.78411,1.08237,1.15563,0.515,0.23832,0.01152,-0.24985,1.21716,0.99653,-1.09837,1.33596,-0.10184,-1.23412
"211",0.21,1.27792,1.32903,0.44992,1.78148,1.07734,1.15114,0.51596,0.23966,0.01142,-0.25108,1.2155,0.99429,-1.09482,1.33618,-0.10054,-1.23565
"212",0.211,1.27322,1.32489,0.45181,1.77882,1.07232,1.14665,0.51691,0.241,0.01132,-0.25232,1.21383,0.99204,-1.0913,1.33637,-0.09926,-1.23711
"213",0.212,1.2685,1.32073,0.45367,1.77613,1.06732,1.14217,0.51785,0.24233,0.01122,-0.25356,1.21214,0.98979,-1.08779,1.3365,-0.098,-1.2385
"214",0.213,1.26378,1.31655,0.45551,1.7734,1.06232,1.1377,0.51877,0.24367,0.01112,-0.25479,1.21044,0.98754,-1.0843,1.33658,-0.09676,-1.23982
"215",0.214,1.25903,1.31236,0.45732,1.77065,1.05733,1.13323,0.51969,0.24501,0.01103,-0.25603,1.20872,0.98528,-1.08082,1.33662,-0.09554,-1.24107
"216",0.215,1.25427,1.30815,0.45911,1.76787,1.05236,1.12878,0.52058,0.24634,0.01093,-0.25728,1.20699,0.98302,-1.07736,1.33661,-0.09435,-1.24226
"217",0.216,1.2495,1.30393,0.46087,1.76507,1.04739,1.12433,0.52147,0.24768,0.01084,-0.25852,1.20524,0.98075,-1.07392,1.33655,-0.09317,-1.24338
"218",0.217,1.24472,1.2997,0.46261,1.76223,1.04243,1.11989,0.52234,0.24902,0.01075,-0.25976,1.20347,0.97848,-1.07049,1.33645,-0.09201,-1.24443
"219",0.218,1.23993,1.29545,0.46432,1.75937,1.03749,1.11546,0.5232,0.25035,0.01066,-0.26101,1.20169,0.97621,-1.06708,1.3363,-0.09087,-1.24542
"220",0.219,1.23512,1.2912,0.466,1.75648,1.03255,1.11104,0.52405,0.25169,0.01057,-0.26225,1.19989,0.97393,-1.06368,1.3361,-0.08975,-1.24634
"221",0.22,1.2303,1.28693,0.46766,1.75357,1.02763,1.10663,0.52489,0.25302,0.01048,-0.2635,1.19808,0.97165,-1.0603,1.33586,-0.08865,-1.2472
"222",0.221,1.22548,1.28265,0.4693,1.75064,1.02272,1.10222,0.52572,0.25436,0.01039,-0.26475,1.19625,0.96936,-1.05693,1.33557,-0.08757,-1.248
"223",0.222,1.22065,1.27837,0.47091,1.74768,1.01782,1.09783,0.52653,0.2557,0.0103,-0.266,1.19441,0.96708,-1.05358,1.33524,-0.0865,-1.24873
"224",0.223,1.2158,1.27407,0.47251,1.7447,1.01293,1.09345,0.52734,0.25703,0.01022,-0.26725,1.19255,0.96479,-1.05024,1.33486,-0.08546,-1.2494
"225",0.224,1.21095,1.26977,0.47407,1.7417,1.00805,1.08907,0.52813,0.25837,0.01013,-0.2685,1.19068,0.96249,-1.04692,1.33444,-0.08443,-1.25001
"226",0.225,1.2061,1.26546,0.47562,1.73868,1.00318,1.08471,0.52891,0.2597,0.01005,-0.26975,1.18879,0.96019,-1.04361,1.33397,-0.08341,-1.25056
"227",0.226,1.20123,1.26114,0.47715,1.73563,0.99833,1.08036,0.52968,0.26103,0.00996,-0.271,1.18688,0.95789,-1.04031,1.33346,-0.08241,-1.25104
"228",0.227,1.19636,1.25682,0.47865,1.73257,0.99349,1.07601,0.53044,0.26237,0.00988,-0.27225,1.18496,0.95559,-1.03702,1.3329,-0.08143,-1.25147
"229",0.228,1.19149,1.25249,0.48013,1.72949,0.98866,1.07168,0.53119,0.2637,0.0098,-0.2735,1.18303,0.95329,-1.03375,1.33231,-0.08047,-1.25184
"230",0.229,1.18661,1.24815,0.48159,1.72639,0.98384,1.06736,0.53192,0.26503,0.00972,-0.27475,1.18108,0.95098,-1.03049,1.33166,-0.07952,-1.25215
"231",0.23,1.18173,1.24381,0.48303,1.72327,0.97904,1.06305,0.53265,0.26636,0.00964,-0.276,1.17912,0.94867,-1.02725,1.33098,-0.07858,-1.2524
"232",0.231,1.17684,1.23947,0.48445,1.72013,0.97424,1.05874,0.53337,0.26769,0.00956,-0.27726,1.17714,0.94635,-1.02402,1.33026,-0.07766,-1.25259
"233",0.232,1.17195,1.23512,0.48585,1.71698,0.96947,1.05445,0.53408,0.26902,0.00949,-0.27851,1.17514,0.94404,-1.02079,1.32949,-0.07676,-1.25273
"234",0.233,1.16706,1.23076,0.48723,1.71381,0.9647,1.05017,0.53477,0.27035,0.00941,-0.27976,1.17313,0.94172,-1.01759,1.32868,-0.07587,-1.25281
"235",0.234,1.16217,1.22641,0.48858,1.71063,0.95995,1.0459,0.53546,0.27168,0.00933,-0.28101,1.17111,0.9394,-1.01439,1.32783,-0.07499,-1.25284
"236",0.235,1.15727,1.22205,0.48992,1.70743,0.95521,1.04165,0.53613,0.27301,0.00926,-0.28227,1.16907,0.93707,-1.0112,1.32694,-0.07413,-1.25281
"237",0.236,1.15237,1.21769,0.49125,1.70422,0.95049,1.0374,0.5368,0.27433,0.00919,-0.28352,1.16702,0.93475,-1.00803,1.326,-0.07328,-1.25272
"238",0.237,1.14748,1.21333,0.49255,1.70099,0.94578,1.03316,0.53746,0.27566,0.00911,-0.28477,1.16495,0.93242,-1.00486,1.32503,-0.07245,-1.25259
"239",0.238,1.14258,1.20897,0.49383,1.69775,0.94108,1.02894,0.5381,0.27698,0.00904,-0.28603,1.16287,0.93009,-1.00171,1.32402,-0.07162,-1.2524
"240",0.239,1.13768,1.2046,0.4951,1.6945,0.9364,1.02473,0.53874,0.27831,0.00897,-0.28728,1.16077,0.92776,-0.99857,1.32297,-0.07081,-1.25215
"241",0.24,1.13278,1.20024,0.49635,1.69123,0.93173,1.02052,0.53937,0.27963,0.0089,-0.28853,1.15866,0.92542,-0.99544,1.32187,-0.07002,-1.25186
"242",0.241,1.12789,1.19587,0.49758,1.68795,0.92707,1.01633,0.53998,0.28095,0.00883,-0.28978,1.15653,0.92308,-0.99232,1.32074,-0.06923,-1.25151
"243",0.242,1.12299,1.19151,0.49879,1.68467,0.92243,1.01216,0.54059,0.28227,0.00876,-0.29103,1.15439,0.92075,-0.98921,1.31957,-0.06846,-1.25111
"244",0.243,1.1181,1.18715,0.49998,1.68137,0.91781,1.00799,0.54119,0.28359,0.00869,-0.29228,1.15224,0.91841,-0.98611,1.31837,-0.0677,-1.25067
"245",0.244,1.11321,1.18279,0.50116,1.67806,0.91319,1.00384,0.54178,0.28491,0.00863,-0.29353,1.15007,0.91606,-0.98302,1.31712,-0.06695,-1.25017
"246",0.245,1.10832,1.17843,0.50233,1.67473,0.9086,0.99969,0.54236,0.28622,0.00856,-0.29478,1.14789,0.91372,-0.97994,1.31584,-0.06621,-1.24962
"247",0.246,1.10344,1.17407,0.50347,1.6714,0.90401,0.99556,0.54293,0.28754,0.00849,-0.29603,1.14569,0.91138,-0.97686,1.31452,-0.06549,-1.24903
"248",0.247,1.09856,1.16971,0.5046,1.66807,0.89945,0.99144,0.5435,0.28885,0.00843,-0.29728,1.14348,0.90903,-0.9738,1.31316,-0.06477,-1.24838
"249",0.248,1.09368,1.16536,0.50571,1.66472,0.89489,0.98734,0.54405,0.29017,0.00836,-0.29853,1.14126,0.90668,-0.97075,1.31176,-0.06407,-1.24769
"250",0.249,1.08881,1.161,0.50681,1.66136,0.89035,0.98324,0.54459,0.29148,0.0083,-0.29978,1.13902,0.90433,-0.96771,1.31033,-0.06338,-1.24696
"251",0.25,1.08394,1.15666,0.50789,1.658,0.88583,0.97916,0.54513,0.29279,0.00824,-0.30102,1.13677,0.90198,-0.96467,1.30886,-0.06269,-1.24617
"252",0.251,1.07908,1.15231,0.50896,1.65462,0.88132,0.97509,0.54566,0.29409,0.00817,-0.30227,1.1345,0.89963,-0.96165,1.30736,-0.06202,-1.24534
"253",0.252,1.07422,1.14797,0.51001,1.65124,0.87683,0.97103,0.54617,0.2954,0.00811,-0.30351,1.13223,0.89727,-0.95863,1.30582,-0.06136,-1.24446
"254",0.253,1.06937,1.14363,0.51105,1.64786,0.87235,0.96699,0.54668,0.29671,0.00805,-0.30476,1.12993,0.89492,-0.95562,1.30425,-0.0607,-1.24354
"255",0.254,1.06452,1.1393,0.51207,1.64446,0.86789,0.96295,0.54718,0.29801,0.00799,-0.306,1.12763,0.89256,-0.95262,1.30264,-0.06006,-1.24258
"256",0.255,1.05968,1.13497,0.51308,1.64106,0.86344,0.95893,0.54768,0.29931,0.00793,-0.30724,1.12531,0.89021,-0.94963,1.30099,-0.05943,-1.24157
"257",0.256,1.05485,1.13065,0.51407,1.63766,0.85901,0.95492,0.54816,0.30061,0.00787,-0.30848,1.12298,0.88785,-0.94665,1.29932,-0.0588,-1.24052
"258",0.257,1.05002,1.12633,0.51505,1.63425,0.8546,0.95093,0.54864,0.30191,0.00781,-0.30972,1.12064,0.88549,-0.94367,1.29761,-0.05818,-1.23942
"259",0.258,1.0452,1.12201,0.51601,1.63083,0.8502,0.94695,0.5491,0.30321,0.00776,-0.31096,1.11828,0.88313,-0.94071,1.29586,-0.05758,-1.23828
"260",0.259,1.04039,1.11771,0.51696,1.62741,0.84581,0.94298,0.54956,0.3045,0.0077,-0.3122,1.11591,0.88077,-0.93775,1.29408,-0.05698,-1.2371
"261",0.26,1.03559,1.1134,0.5179,1.62398,0.84144,0.93902,0.55001,0.3058,0.00764,-0.31344,1.11353,0.87841,-0.9348,1.29227,-0.05639,-1.23588
"262",0.261,1.03079,1.10911,0.51882,1.62055,0.83709,0.93507,0.55046,0.30709,0.00759,-0.31467,1.11114,0.87604,-0.93185,1.29043,-0.05581,-1.23462
"263",0.262,1.026,1.10482,0.51973,1.61712,0.83275,0.93114,0.55089,0.30838,0.00753,-0.31591,1.10873,0.87368,-0.92892,1.28855,-0.05524,-1.23331
"264",0.263,1.02122,1.10053,0.52063,1.61368,0.82843,0.92722,0.55132,0.30966,0.00748,-0.31714,1.10632,0.87132,-0.92599,1.28664,-0.05467,-1.23197
"265",0.264,1.01645,1.09626,0.52151,1.61024,0.82413,0.92331,0.55174,0.31095,0.00742,-0.31837,1.10388,0.86895,-0.92307,1.2847,-0.05411,-1.23059
"266",0.265,1.01168,1.09199,0.52239,1.60679,0.81984,0.91942,0.55215,0.31223,0.00737,-0.3196,1.10144,0.86659,-0.92016,1.28273,-0.05357,-1.22916
"267",0.266,1.00693,1.08772,0.52324,1.60334,0.81556,0.91554,0.55255,0.31351,0.00731,-0.32083,1.09899,0.86423,-0.91725,1.28073,-0.05302,-1.2277
"268",0.267,1.00218,1.08347,0.52409,1.59989,0.81131,0.91167,0.55295,0.31479,0.00726,-0.32206,1.09652,0.86186,-0.91435,1.27869,-0.05249,-1.2262
"269",0.268,0.99745,1.07922,0.52492,1.59644,0.80706,0.90781,0.55333,0.31607,0.00721,-0.32328,1.09404,0.8595,-0.91146,1.27663,-0.05196,-1.22467
"270",0.269,0.99272,1.07498,0.52574,1.59298,0.80284,0.90397,0.55371,0.31735,0.00716,-0.32451,1.09155,0.85713,-0.90857,1.27453,-0.05144,-1.22309
"271",0.27,0.98801,1.07075,0.52655,1.58953,0.79863,0.90014,0.55408,0.31862,0.00711,-0.32573,1.08905,0.85476,-0.9057,1.27241,-0.05093,-1.22148
"272",0.271,0.9833,1.06652,0.52735,1.58607,0.79444,0.89633,0.55445,0.31989,0.00706,-0.32695,1.08654,0.8524,-0.90283,1.27026,-0.05043,-1.21983
"273",0.272,0.9786,1.0623,0.52814,1.58261,0.79026,0.89252,0.5548,0.32116,0.00701,-0.32817,1.08402,0.85003,-0.89996,1.26807,-0.04993,-1.21814
"274",0.273,0.97392,1.0581,0.52891,1.57915,0.7861,0.88873,0.55515,0.32243,0.00696,-0.32938,1.08148,0.84767,-0.8971,1.26586,-0.04944,-1.21642
"275",0.274,0.96925,1.0539,0.52967,1.57568,0.78196,0.88495,0.55549,0.32369,0.00691,-0.3306,1.07894,0.8453,-0.89425,1.26362,-0.04895,-1.21467
"276",0.275,0.96458,1.04971,0.53042,1.57222,0.77783,0.88119,0.55583,0.32496,0.00686,-0.33181,1.07638,0.84293,-0.89141,1.26135,-0.04848,-1.21288
"277",0.276,0.95993,1.04552,0.53116,1.56875,0.77372,0.87744,0.55615,0.32622,0.00681,-0.33303,1.07381,0.84057,-0.88857,1.25906,-0.048,-1.21105
"278",0.277,0.95529,1.04135,0.53189,1.56529,0.76962,0.8737,0.55647,0.32747,0.00676,-0.33424,1.07124,0.8382,-0.88574,1.25673,-0.04754,-1.20919
"279",0.278,0.95066,1.03718,0.53261,1.56182,0.76554,0.86997,0.55679,0.32873,0.00671,-0.33544,1.06865,0.83584,-0.88292,1.25438,-0.04708,-1.2073
"280",0.279,0.94604,1.03303,0.53331,1.55836,0.76148,0.86626,0.55709,0.32998,0.00667,-0.33665,1.06605,0.83347,-0.8801,1.252,-0.04663,-1.20538
"281",0.28,0.94144,1.02888,0.53401,1.55489,0.75744,0.86256,0.55739,0.33123,0.00662,-0.33786,1.06344,0.83111,-0.87729,1.2496,-0.04618,-1.20342
"282",0.281,0.93684,1.02475,0.53469,1.55143,0.75341,0.85887,0.55768,0.33248,0.00658,-0.33906,1.06082,0.82874,-0.87448,1.24717,-0.04574,-1.20143
"283",0.282,0.93226,1.02062,0.53536,1.54796,0.74939,0.8552,0.55796,0.33373,0.00653,-0.34026,1.05819,0.82638,-0.87168,1.24471,-0.0453,-1.1994
"284",0.283,0.92769,1.0165,0.53603,1.5445,0.7454,0.85154,0.55824,0.33497,0.00648,-0.34146,1.05555,0.82401,-0.86889,1.24222,-0.04487,-1.19735
"285",0.284,0.92314,1.0124,0.53668,1.54104,0.74142,0.84789,0.55851,0.33621,0.00644,-0.34265,1.05291,0.82165,-0.8661,1.23971,-0.04445,-1.19526
"286",0.285,0.91859,1.0083,0.53732,1.53757,0.73745,0.84426,0.55877,0.33745,0.0064,-0.34385,1.05025,0.81929,-0.86332,1.23718,-0.04403,-1.19315
"287",0.286,0.91406,1.00421,0.53795,1.53411,0.73351,0.84064,0.55902,0.33869,0.00635,-0.34504,1.04758,0.81693,-0.86054,1.23462,-0.04362,-1.191
"288",0.287,0.90954,1.00014,0.53857,1.53065,0.72958,0.83703,0.55927,0.33992,0.00631,-0.34623,1.0449,0.81457,-0.85777,1.23203,-0.04321,-1.18883
"289",0.288,0.90503,0.99607,0.53919,1.5272,0.72566,0.83343,0.55951,0.34115,0.00627,-0.34742,1.04222,0.8122,-0.85501,1.22943,-0.04281,-1.18662
"290",0.289,0.90054,0.99201,0.53979,1.52374,0.72177,0.82985,0.55975,0.34238,0.00622,-0.3486,1.03952,0.80985,-0.85225,1.22679,-0.04241,-1.18438
"291",0.29,0.89606,0.98797,0.54038,1.52029,0.71788,0.82628,0.55997,0.3436,0.00618,-0.34979,1.03682,0.80749,-0.8495,1.22414,-0.04202,-1.18212
"292",0.291,0.89159,0.98393,0.54096,1.51683,0.71402,0.82273,0.56019,0.34483,0.00614,-0.35097,1.03411,0.80513,-0.84676,1.22146,-0.04163,-1.17983
"293",0.292,0.88714,0.97991,0.54154,1.51338,0.71017,0.81918,0.56041,0.34605,0.0061,-0.35214,1.03139,0.80277,-0.84402,1.21875,-0.04125,-1.17751
"294",0.293,0.8827,0.9759,0.5421,1.50994,0.70634,0.81565,0.56061,0.34726,0.00606,-0.35332,1.02866,0.80042,-0.84128,1.21603,-0.04087,-1.17516
"295",0.294,0.87828,0.97189,0.54265,1.50649,0.70253,0.81214,0.56082,0.34848,0.00602,-0.3545,1.02592,0.79806,-0.83856,1.21328,-0.0405,-1.17278
"296",0.295,0.87386,0.9679,0.5432,1.50305,0.69873,0.80863,0.56101,0.34969,0.00598,-0.35567,1.02317,0.79571,-0.83583,1.21051,-0.04013,-1.17038
"297",0.296,0.86947,0.96392,0.54373,1.4996,0.69495,0.80514,0.5612,0.3509,0.00594,-0.35684,1.02042,0.79335,-0.83312,1.20772,-0.03976,-1.16795
"298",0.297,0.86508,0.95995,0.54426,1.49617,0.69118,0.80166,0.56138,0.35211,0.0059,-0.358,1.01765,0.791,-0.83041,1.2049,-0.0394,-1.1655
"299",0.298,0.86071,0.95599,0.54477,1.49273,0.68743,0.7982,0.56155,0.35331,0.00586,-0.35917,1.01488,0.78865,-0.8277,1.20207,-0.03905,-1.16302
"300",0.299,0.85635,0.95205,0.54528,1.4893,0.6837,0.79475,0.56172,0.35451,0.00582,-0.36033,1.01211,0.7863,-0.825,1.19921,-0.0387,-1.16051
"301",0.3,0.85201,0.94811,0.54578,1.48587,0.67999,0.79131,0.56188,0.35571,0.00578,-0.36149,1.00932,0.78396,-0.82231,1.19633,-0.03835,-1.15798
"302",0.301,0.84768,0.94419,0.54627,1.48244,0.67629,0.78788,0.56203,0.3569,0.00574,-0.36264,1.00653,0.78161,-0.81962,1.19343,-0.03801,-1.15543
"303",0.302,0.84337,0.94027,0.54675,1.47902,0.67261,0.78447,0.56218,0.3581,0.0057,-0.3638,1.00373,0.77926,-0.81694,1.19052,-0.03767,-1.15284
"304",0.303,0.83907,0.93637,0.54722,1.4756,0.66894,0.78107,0.56232,0.35928,0.00567,-0.36495,1.00092,0.77692,-0.81426,1.18758,-0.03734,-1.15024
"305",0.304,0.83479,0.93248,0.54768,1.47219,0.66529,0.77768,0.56246,0.36047,0.00563,-0.3661,0.9981,0.77458,-0.81159,1.18462,-0.03701,-1.14761
"306",0.305,0.83052,0.9286,0.54813,1.46877,0.66166,0.7743,0.56259,0.36165,0.00559,-0.36725,0.99528,0.77224,-0.80892,1.18164,-0.03668,-1.14496
"307",0.306,0.82626,0.92474,0.54858,1.46536,0.65804,0.77094,0.56271,0.36283,0.00556,-0.36839,0.99245,0.7699,-0.80626,1.17865,-0.03636,-1.14229
"308",0.307,0.82202,0.92088,0.54902,1.46196,0.65444,0.76759,0.56283,0.36401,0.00552,-0.36953,0.98962,0.76756,-0.80361,1.17563,-0.03604,-1.13959
"309",0.308,0.8178,0.91704,0.54945,1.45856,0.65085,0.76426,0.56294,0.36519,0.00548,-0.37067,0.98678,0.76523,-0.80096,1.1726,-0.03573,-1.13687
"310",0.309,0.81359,0.91321,0.54987,1.45516,0.64729,0.76093,0.56305,0.36636,0.00545,-0.3718,0.98393,0.76289,-0.79831,1.16955,-0.03542,-1.13413
"311",0.31,0.80939,0.90939,0.55028,1.45177,0.64374,0.75762,0.56314,0.36752,0.00541,-0.37294,0.98108,0.76056,-0.79567,1.16648,-0.03511,-1.13137
"312",0.311,0.80521,0.90558,0.55068,1.44838,0.6402,0.75433,0.56324,0.36869,0.00538,-0.37407,0.97822,0.75823,-0.79304,1.1634,-0.03481,-1.12859
